Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
162.158.130.47,167.235.145.223,707,9129381,255,21780,452,9107601,34.754811,39.187407,4446,1859291
162.158.130.51,167.235.145.223,579,351901,386,173018,193,178883,0.452757,81.30952,17023,17600
162.158.130.52,167.235.145.223,1154,701430,769,344441,385,356989,0.056104,83.035805,33184,34393
162.158.130.55,167.235.145.223,327,3484425,147,12867,180,3471558,35.249742,39.185336,2626,708746
162.158.130.60,167.235.145.223,6,427,2,132,4,295,26.125526,29.671539,35,79
162.158.130.61,167.235.145.223,13,920,5,330,8,590,10.054038,31.638381,83,149
162.158.130.65,167.235.145.223,39,1263584,16,1872,23,1261712,19.867182,51.264077,292,196896
162.158.130.67,167.235.145.223,6,427,2,132,4,295,12.173955,29.945267,35,78
162.158.130.68,167.235.145.223,6,427,2,132,4,295,15.752304,29.50444,35,79
162.158.130.70,167.235.145.223,6,427,2,132,4,295,22.067502,29.820541,35,79
162.158.130.71,167.235.145.223,773,9769993,333,26590,440,9743403,65.186793,2.672985,79581,29161115
162.158.130.72,167.235.145.223,6,427,2,132,4,295,1.675658,29.965472,35,78
162.158.130.73,167.235.145.223,404,6888411,184,15185,220,6873226,73.328668,4.44002,27360,12384135
162.158.130.76,167.235.145.223,896,10706393,376,29624,520,10676769,70.270926,3.629801,65290,23531359
162.158.162.18,167.235.145.223,643,1402051,278,19861,365,1382190,49.259197,31.647737,5020,349393
162.158.162.56,167.235.145.223,6,427,2,132,4,295,27.16679,28.921275,36,81
162.158.162.57,167.235.145.223,706,1493586,338,23821,368,1469765,73.275802,1.552333,122762,7574483
162.158.162.63,167.235.145.223,692,1483638,305,21643,387,1461995,31.730346,31.762903,5451,368227
162.158.162.119,167.235.145.223,6,427,2,132,4,295,5.290306,28.949496,36,81
162.158.162.170,167.235.145.223,620,1123304,296,21049,324,1102255,61.241354,1.640972,102617,5373668
162.158.162.173,167.235.145.223,638,1275184,299,21247,339,1253937,7.290315,60.631564,2803,165450
162.158.163.32,167.235.145.223,6,427,2,132,4,295,8.9627,28.966246,36,81
162.158.163.79,167.235.145.223,680,1338201,312,22105,368,1316096,67.425381,1.74556,101308,6031742
162.158.163.108,167.235.145.223,893,2229124,411,28639,482,2200485,80.576236,1.918688,119410,9174957
162.158.163.121,167.235.145.223,587,1368247,247,17815,340,1350432,13.415917,60.630702,2350,178184
162.158.163.127,167.235.145.223,679,1274851,321,22699,358,1252152,25.310008,31.810209,5708,314905
162.158.163.131,167.235.145.223,6,427,2,132,4,295,2.451683,28.940945,36,81
162.158.163.153,167.235.145.223,649,1254794,298,21181,351,1233613,43.365436,31.72436,5341,311082
162.158.163.187,167.235.145.223,180,1263942,78,6010,102,1257932,14.874673,64.552301,744,155896
162.158.163.191,167.235.145.223,45,28521,30,14625,15,13896,1.016211,79.443716,1472,1399
162.158.163.217,167.235.145.223,829,2660342,360,26135,469,2634207,55.249139,24.265307,8616,868468
162.158.163.222,167.235.145.223,660,1234465,315,22303,345,1212162,1.25418,60.642784,2942,159908
162.158.163.233,167.235.145.223,6,427,2,132,4,295,0.118206,29.050466,36,81
162.158.163.243,167.235.145.223,2,132,1,66,1,66,0.091731,8.00E-06,,
162.158.178.37,167.235.145.223,6,427,2,132,4,295,17.107918,28.86264,36,81
162.158.178.62,167.235.145.223,627,1123574,289,20395,338,1103179,63.329234,1.91473,85213,4609230
162.158.178.78,167.235.145.223,656,1402717,306,21517,350,1381200,51.261677,1.90388,90413,5803727
162.158.178.94,167.235.145.223,7,493,3,198,4,295,23.245361,28.804421,54,81
162.158.178.95,167.235.145.223,619,1427405,249,17755,370,1409650,57.331689,1.896336,74902,5946836
162.158.178.111,167.235.145.223,7,493,3,198,4,295,29.180681,28.791906,55,81
162.158.178.125,167.235.145.223,615,1252358,246,17557,369,1234801,45.212452,31.936849,4397,309310
162.158.178.180,167.235.145.223,712,1376306,316,22177,396,1354129,15.203089,60.767777,2919,178269
162.158.178.186,167.235.145.223,6,427,2,132,4,295,5.151067,28.849006,36,81
162.158.178.227,167.235.145.223,653,1200635,290,20461,363,1180174,39.296627,32.004386,5114,295003
162.158.178.234,167.235.145.223,597,1332531,240,17161,357,1315370,69.318303,2.143709,64042,4908763
162.158.178.251,167.235.145.223,669,1267983,293,20659,376,1247324,81.205494,1.727048,95696,5777831
162.158.179.34,167.235.145.223,625,1271095,268,19009,357,1252086,27.180629,31.864022,4772,314357
162.158.179.37,167.235.145.223,721,1280470,332,23233,389,1257237,9.171432,60.830971,3055,165341
162.158.179.51,167.235.145.223,706,1237310,336,23497,370,1213813,3.260695,60.81838,3090,159663
162.158.179.80,167.235.145.223,42,23933,28,10962,14,12971,2.693256,78.231445,1120,1326
162.158.179.113,167.235.145.223,665,1300896,298,20989,367,1279907,21.26903,60.743829,2764,168564
162.158.179.126,167.235.145.223,6,427,2,132,4,295,11.023079,28.8984,36,81
162.158.179.149,167.235.145.223,676,1491414,277,19603,399,1471811,75.209521,1.840394,85212,6397808
162.158.186.21,167.235.145.223,39,24245,26,12194,13,12051,5.127591,72.241994,1350,1334
162.158.186.30,167.235.145.223,6,427,2,132,4,295,13.136983,28.827749,36,81
162.158.186.46,167.235.145.223,918,2375382,443,30714,475,2344668,65.39623,1.797713,136680,10434003
162.158.186.70,167.235.145.223,810,2109102,360,25236,450,2083866,23.332017,31.780301,6352,524567
162.158.186.97,167.235.145.223,6,427,2,132,4,295,29.6488,29.832604,35,79
162.158.186.103,167.235.145.223,874,2429746,401,27942,473,2401804,47.376254,31.741408,7042,605342
162.158.186.119,167.235.145.223,901,2823264,408,28404,493,2794860,29.342024,31.809412,7143,702901
162.158.186.123,167.235.145.223,6,427,2,132,4,295,7.111851,28.839744,36,81
162.158.186.128,167.235.145.223,928,2376073,443,30714,485,2345359,5.322932,60.644352,4051,309391
162.158.186.146,167.235.145.223,754,1807092,337,23718,417,1783374,35.355655,31.621946,6000,451173
162.158.186.188,167.235.145.223,929,2472569,446,30912,483,2441657,11.330004,60.63921,4078,322122
162.158.186.210,167.235.145.223,886,2267816,421,29262,465,2238554,53.391399,1.732329,135133,10337777
162.158.186.228,167.235.145.223,896,2178093,423,29394,473,2148699,17.351801,60.66429,3876,283356
162.158.186.236,167.235.145.223,854,2166266,393,27414,461,2138852,41.364659,31.844475,6886,537324
162.158.186.240,167.235.145.223,7,493,3,198,4,295,19.178444,28.822264,54,81
162.158.186.245,167.235.145.223,6,427,2,132,4,295,25.102342,28.843212,36,81
162.158.187.18,167.235.145.223,801,2123577,378,26424,423,2097153,59.378163,1.910561,110643,8781307
162.158.187.40,167.235.145.223,889,2349375,428,29724,461,2319651,77.4039,1.723094,138002,10769701
162.158.187.57,167.235.145.223,6,427,2,132,4,295,1.111248,28.848305,36,81
162.158.187.82,167.235.145.223,918,2432650,429,29790,489,2402860,71.401804,1.802221,132236,10666216
162.158.202.5,167.235.145.223,223,2043404,117,9343,106,2034061,41.80352,30.149255,2479,539731
162.158.202.15,167.235.145.223,246,2448689,129,10135,117,2438554,65.657674,0.136546,593792,142870768
162.158.202.16,167.235.145.223,242,2255626,117,9343,125,2246283,5.64799,60.071906,1244,299145
162.158.202.25,167.235.145.223,220,2302358,106,8617,114,2293741,23.637975,30.141841,2287,608785
162.158.202.49,167.235.145.223,237,2128697,125,9871,112,2118826,35.667735,30.406978,2597,557457
162.158.202.62,167.235.145.223,6,427,2,132,4,295,30.104849,29.595972,35,79
162.158.202.73,167.235.145.223,250,2494161,121,9607,129,2484554,29.647347,30.356465,2531,654767
162.158.202.93,167.235.145.223,228,2164257,109,8815,119,2155442,59.667106,0.207956,339110,82919155
162.158.202.96,167.235.145.223,82,2354437,39,3544,43,2350893,11.860854,65.811707,430,285772
162.158.202.118,167.235.145.223,6,427,2,132,4,295,23.819069,29.88892,35,78
162.158.202.143,167.235.145.223,258,2606188,133,10399,125,2595789,47.641668,30.217221,2753,687234
162.158.203.40,167.235.145.223,7,493,3,198,4,295,6.140323,29.557547,53,79
162.158.203.62,167.235.145.223,249,2680910,124,9805,125,2671105,71.679549,0.145399,539481,146966897
162.158.203.84,167.235.145.223,244,2427473,126,9937,118,2417536,53.662115,0.138865,572469,139274028
162.158.203.88,167.235.145.223,6,427,2,132,4,295,17.936979,29.803139,35,79
162.158.203.91,167.235.145.223,6,427,2,132,4,295,0.077572,29.617252,35,79
162.158.203.118,167.235.145.223,39,26122,26,14079,13,12043,5.500535,72.023422,1563,1337
162.158.203.127,167.235.145.223,285,2487478,154,11785,131,2475693,11.654905,60.066304,1569,329728
162.158.203.138,167.235.145.223,234,2185738,117,9343,117,2176395,77.657261,0.165273,452245,105347878
162.158.222.19,167.235.145.223,315,2335635,152,11559,163,2324076,63.380532,0.307237,300979,60515523
162.158.222.23,167.235.145.223,310,2784309,148,11295,162,2773014,27.742758,30.368207,2975,730504
162.158.222.24,167.235.145.223,373,4745633,170,13623,203,4732010,3.382032,66.001221,1651,573566
162.158.222.28,167.235.145.223,6,427,2,132,4,295,21.696652,29.685848,35,79
162.158.222.41,167.235.145.223,402,4247318,204,15866,198,4231452,12.40773,51.325459,2473,659548
162.158.222.46,167.235.145.223,344,4068775,170,13691,174,4055084,65.52644,6.773132,16170,4789611
162.158.222.63,167.235.145.223,312,2190826,157,11923,155,2178903,78.238436,0.308481,309205,56506637
162.158.222.71,167.235.145.223,399,4870877,194,15206,205,4855671,30.421572,45.060443,2699,862072
162.158.222.77,167.235.145.223,310,2308203,148,11294,162,2296909,24.437201,30.311859,2980,606207
162.158.222.83,167.235.145.223,313,2139666,154,11691,159,2127975,15.366352,60.119792,1555,283164
162.158.222.86,167.235.145.223,319,2453448,156,11857,163,2441591,66.21863,0.308027,307947,63412389
162.158.222.90,167.235.145.223,84,52285,56,26348,28,25937,0.541334,78.170608,2696,2654
162.158.222.102,167.235.145.223,7,493,3,198,4,295,6.711769,29.814208,53,79
162.158.222.103,167.235.145.223,297,2129555,143,10965,154,2118590,39.37895,30.309823,2894,559182
162.158.222.107,167.235.145.223,369,3311041,195,15307,174,3295734,51.3699,14.691938,8334,1794580
162.158.222.110,167.235.145.223,409,4901676,203,15800,206,4885876,48.418353,26.980088,4684,1448735
162.158.222.124,167.235.145.223,330,2324595,166,12483,164,2312112,15.672592,66.01301,1512,280200
162.158.222.130,167.235.145.223,6,427,2,132,4,295,18.711736,29.81234,35,79
162.158.222.145,167.235.145.223,296,2090298,143,10965,153,2079333,57.375292,0.302309,290166,55025368
162.158.222.146,167.235.145.223,84,53624,56,27678,28,25946,0.35449,80.988061,2734,2562
162.158.222.149,167.235.145.223,6,427,2,132,4,295,24.707663,29.81351,35,79
162.158.222.152,167.235.145.223,137,4381396,66,6106,71,4375290,18.412087,54.314782,899,644434
162.158.222.163,167.235.145.223,294,2072119,145,11096,149,2061023,0.411603,60.121604,1476,274247
162.158.222.184,167.235.145.223,6,427,2,132,4,295,9.66532,29.807847,35,79
162.158.222.196,167.235.145.223,316,2393000,156,11823,160,2381177,3.669056,66.059912,1431,288365
162.158.222.199,167.235.145.223,99,62600,66,31956,33,30644,1.586661,79.675477,3208,3076
162.158.222.208,167.235.145.223,311,2076250,155,11757,156,2064493,21.362784,60.121503,1564,274709
162.158.222.213,167.235.145.223,6,427,2,132,4,295,27.662904,29.811259,35,79
162.158.222.218,167.235.145.223,292,2168386,139,10700,153,2157686,60.43257,0.346225,247238,49856272
162.158.222.239,167.235.145.223,84,49708,56,23758,28,25950,2.026677,80.468733,2361,2579
162.158.222.246,167.235.145.223,327,2432856,161,12152,166,2420704,54.423711,0.30813,315503,62848901
162.158.222.248,167.235.145.223,291,2258765,132,10238,159,2248527,6.411777,60.119283,1362,299208
162.158.223.7,167.235.145.223,6,427,2,132,4,295,0.709076,29.813299,35,79
162.158.223.10,167.235.145.223,316,2133816,160,12086,156,2121730,36.424423,30.452724,3175,557383
162.243.134.28,167.235.145.223,2,204,1,88,1,116,57.638425,3.40E-05,,
165.154.24.48,167.235.145.223,26,4644,12,2050,14,2594,72.696421,3.903874,4200,5315
167.235.145.223,43.249.73.27,4,333,2,201,2,132,22.510482,0.210293,7646,5021
167.235.145.223,43.249.73.29,4,333,2,201,2,132,9.19554,0.219043,7341,4820
167.235.145.223,43.249.73.37,4,333,2,201,2,132,1.010379,0.207996,7730,5077
167.235.145.223,43.249.74.26,4,333,2,201,2,132,53.220435,0.216583,7424,4875
167.235.145.223,43.249.74.27,4,333,2,201,2,132,8.837592,0.225305,7136,4686
167.235.145.223,43.249.74.34,4,333,2,201,2,132,22.751527,0.223272,7201,4729
167.235.145.223,43.249.74.40,4,333,2,201,2,132,15.775537,0.220995,7276,4778
167.235.145.223,43.249.74.41,4,333,2,201,2,132,41.298772,0.224101,7175,4712
167.235.145.223,43.249.74.46,4,333,2,201,2,132,28.676505,0.223636,7190,4721
167.235.145.223,43.249.74.59,4,333,2,201,2,132,2.757457,0.216764,7418,4871
167.235.145.223,43.249.74.70,4,333,2,201,2,132,47.359391,0.219964,7310,4800
167.235.145.223,85.73.250.195,1233,173617,772,131820,461,41797,0.003087,82.75064,12743,4040
167.235.145.223,104.156.92.36,201,2613595,96,2603968,105,9627,32.200647,24.031575,866848,3204
167.235.145.223,104.156.92.37,4,333,2,201,2,132,56.202437,0.012356,130139,85464
167.235.145.223,104.156.92.48,4,333,2,201,2,132,50.259522,0.015512,103661,68076
167.235.145.223,104.156.92.49,150,1315616,74,1308964,76,6652,38.271524,21.912793,477881,2428
167.235.145.223,104.156.92.62,154,1204170,75,1197320,79,6850,8.260743,47.646412,201034,1150
167.235.145.223,104.156.92.76,4,333,2,201,2,132,44.275375,0.01905,84409,55433
167.235.145.223,104.156.92.77,4,333,2,201,2,132,26.276442,0.019063,84351,55395
167.235.145.223,108.162.220.83,4,295,3,229,1,66,25.972594,0.011964,153126,44132
167.235.145.223,108.162.220.84,4,295,3,229,1,66,25.774497,0.01228,149185,42996
167.235.145.223,108.162.220.97,5,361,3,229,2,132,20.018325,0.012401,147730,85154
167.235.145.223,108.162.220.114,987,7351926,565,7320850,422,31076,6.523425,61.953326,945337,4012
167.235.145.223,108.162.220.115,4,295,3,229,1,66,4.825539,0.012063,151869,43770
167.235.145.223,108.162.221.11,4,295,3,229,1,66,13.737398,0.012074,151730,43730
167.235.145.223,108.162.221.17,4,295,3,229,1,66,7.742364,0.012134,150980,43514
167.235.145.223,108.162.221.41,4,295,3,229,1,66,19.76534,0.011921,153678,44291
167.235.145.223,108.162.221.45,5,361,3,229,2,132,0.461469,0.011883,154169,88866
167.235.145.223,108.162.221.56,342,2093144,185,2081476,157,11668,0.282402,55.6075,299452,1678
167.235.145.223,108.162.221.58,4,295,3,229,1,66,24.676511,0.012066,151831,43759
167.235.145.223,108.162.221.77,4,295,3,229,1,66,21.26945,0.01211,151279,43600
167.235.145.223,108.162.221.172,4,295,3,229,1,66,9.290407,0.020539,89196,25707
167.235.145.223,108.162.241.8,4,295,3,229,1,66,25.869452,0.100908,18155,5232
167.235.145.223,108.162.241.79,4,295,3,229,1,66,4.463466,0.111336,16454,4742
167.235.145.223,108.162.241.181,5,361,3,229,2,132,19.884638,0.111232,16470,9493
167.235.145.223,108.162.241.187,4,295,3,229,1,66,7.850351,0.101297,18085,5212
167.235.145.223,108.162.241.190,4,295,3,229,1,66,10.43565,0.101192,18104,5217
167.235.145.223,108.162.242.28,688,2194509,364,2171642,324,22867,13.875597,48.99642,354579,3733
167.235.145.223,108.162.242.42,4,295,3,229,1,66,28.494921,0.113896,16084,4635
167.235.145.223,108.162.242.65,4,295,3,229,1,66,1.871427,0.110494,16580,4778
167.235.145.223,140.248.69.23,4,333,2,201,2,132,32.131558,0.021298,75500,49582
167.235.145.223,140.248.69.25,200,1228299,104,1220359,96,7940,1.626392,42.510278,229659,1494
167.235.145.223,140.248.69.30,4,333,2,201,2,132,13.971541,0.020984,76629,50324
167.235.145.223,140.248.69.47,4,333,2,201,2,132,37.967364,0.021101,76204,50045
167.235.145.223,140.248.69.49,4,333,2,201,2,132,44.005437,0.018815,85463,56125
167.235.145.223,140.248.69.51,4,333,2,201,2,132,25.62246,0.021193,75874,49827
167.235.145.223,140.248.69.59,257,2686751,131,2675738,126,11013,7.866437,24.14262,886643,3649
167.235.145.223,140.248.74.42,4,333,2,201,2,132,33.916486,0.003765,,
167.235.145.223,140.248.74.45,4,333,2,201,2,132,1.438871,0.003776,,
167.235.145.223,140.248.74.60,4,333,2,201,2,132,30.181189,0.003671,,
167.235.145.223,140.248.74.67,4,333,2,201,2,132,28.715515,0.003733,,
167.235.145.223,140.248.74.72,4,333,2,201,2,132,58.708797,0.0037,,
167.235.145.223,140.248.74.77,4,333,2,201,2,132,46.61348,0.003719,,
167.235.145.223,140.248.74.79,4,333,2,201,2,132,40.776467,0.003719,,
167.235.145.223,140.248.74.81,4,333,2,201,2,132,37.103406,0.003689,,
167.235.145.223,140.248.74.95,4,333,2,201,2,132,20.741468,0.00374,,
167.235.145.223,140.248.74.105,167,1205440,43,1195208,124,10232,10.651471,48.182098,198448,1698
167.235.145.223,140.248.74.114,4,333,2,201,2,132,59.732466,0.003667,,
167.235.145.223,140.248.74.124,4,333,2,201,2,132,52.806444,0.003626,,
167.235.145.223,140.248.75.27,4,333,2,201,2,132,22.768497,0.003379,,
167.235.145.223,140.248.75.36,4,333,2,201,2,132,28.593522,0.003389,,
167.235.145.223,140.248.75.40,4,333,2,201,2,132,46.547494,0.003446,,
167.235.145.223,140.248.75.42,4,333,2,201,2,132,4.630506,0.003418,,
167.235.145.223,140.248.75.77,4,333,2,201,2,132,44.673396,0.003409,,
167.235.145.223,140.248.75.104,272,6816195,136,6798849,136,17346,10.998408,61.545474,883749,2254
167.235.145.223,140.248.83.21,4,333,2,201,2,132,31.09644,0.021313,75446,49547
167.235.145.223,140.248.83.43,4,333,2,201,2,132,48.86755,0.021371,75242,49412
167.235.145.223,140.248.83.44,4,333,2,201,2,132,52.93248,0.021425,75052,49288
167.235.145.223,140.248.83.53,4,333,2,201,2,132,42.875493,0.020831,77192,50693
167.235.145.223,140.248.83.54,4,333,2,201,2,132,36.844531,0.01867,86127,56561
167.235.145.223,140.248.83.57,190,1097743,99,1090133,91,7610,25.657483,33.288084,261987,1828
167.235.145.223,140.248.83.59,4,333,2,201,2,132,1.328505,0.021214,75799,49778
167.235.145.223,140.248.83.60,4,333,2,201,2,132,6.014633,0.018915,85011,55828
167.235.145.223,140.248.83.66,190,1454205,99,1446595,91,7610,18.173623,11.449088,1010801,5317
167.235.145.223,140.248.83.74,4,333,2,201,2,132,10.344511,0.018966,84783,55678
167.235.145.223,141.101.76.22,5,361,3,229,2,132,25.288541,0.009771,187493,108074
167.235.145.223,141.101.76.28,4,295,3,229,1,66,20.244409,0.009997,183254,52815
167.235.145.223,141.101.76.45,4,295,3,229,1,66,13.533396,0.009367,195580,56368
